,Date,ID,url,username,source,location,tweet,num_of_likes,num_of_retweet
24,2022-09-24 23:05:31+00:00,1573810891480596481,https://twitter.com/JayhawkSlant/status/1573810891480596481,JayhawkSlant,Twitter Web App,"Olathe, KS","Lance Leipold talks about the fans who gave them a homefield advantage, Daniel Hishaw stepping up, and yes, the Heisman talk around Jalon Daniels. #kufball

https://t.co/YdVd0cnJAQ",51,5
25,2022-09-24 20:56:52+00:00,1573778518634283010,https://twitter.com/ClintStoerner/status/1573778518634283010,ClintStoerner,Twitter for iPhone,Houston TX,"Kansas HC Lance Leipold has one hell of a bargaining chip if he wants that Nebraska job. His QB Jalon Daniels is killin it &amp; has 1 year of eligibility remaining.

How much will Nebraska pay each party to make it a package deal??",11,2
26,2022-09-24 20:44:59+00:00,1573775527441317893,https://twitter.com/ZacBoyer/status/1573775527441317893,ZacBoyer,Twitter Web App,"Lawrence, KS","Kansas coach Lance Leipold was asked earlier about Jalon Daniels' chances of winning the Heisman Trophy.

""He's a heck of a player, so yeah, I'm all for it,"" he said. ""Whoever's running the campaign, let's get it going."" #kufball",83,3
27,2022-09-24 20:37:21+00:00,1573773603501481989,https://twitter.com/JayhawkSlant/status/1573773603501481989,JayhawkSlant,Twitter Web App,"Olathe, KS","UNCUT: Everything Lance Leipold had to say after the win over Duke. 

He talked about playing physical, was asked about Jalon Daniels for Heisman, and how recruits have viewed the team's 4-0 start. #kufball

https://t.co/4ExP3hRb4E",44,4
28,2022-09-24 19:58:28+00:00,1573763821449216003,https://twitter.com/caroline_soro/status/1573763821449216003,caroline_soro,Twitter Web App,,"Coach Lance Leipold on QB Jalon Daniels : ""I think he's done a heck of a job getting people to notice and getting people to take this program seriously."" 

#kufball",9,0
29,2022-09-24 19:58:09+00:00,1573763738393518081,https://twitter.com/JoeBlake01/status/1573763738393518081,JoeBlake01,Twitter Web App,"Kansas, USA","Coach Lance Leipold ""All for it"" as far as Jalon Daniel's being in the talks for the Heisman",2,0
30,2022-09-24 19:57:44+00:00,1573763634567823367,https://twitter.com/MSwain247/status/1573763634567823367,MSwain247,TweetDeck,,"Lance Leipold on Jalon Daniels Heisman buzz: ""Yeah I'm all for it."" #kufball",806,48
31,2022-09-24 19:53:30+00:00,1573762571416526856,https://twitter.com/ZacBoyer/status/1573762571416526856,ZacBoyer,Twitter Web App,"Lawrence, KS","Kansas coach Lance Leipold on Jalon Daniels: ""He doesn't let the moment get too big for him."" #kufball",35,2
32,2022-09-24 19:35:33+00:00,1573758054784434176,https://twitter.com/Big12_Spotlight/status/1573758054784434176,Big12_Spotlight,Twitter Web App,"Johnson County, KS","In just 16 games, Lance Leipold has beaten Texas, sold out Memorial Stadium, generated (hopefully false) rumors of Nebraska poaching, is coaching a Heisman Trophy candidate in Jalon Daniels and has #kufball flirting with the top 25. That is .... decent? Lol",5,2
33,2022-09-24 19:34:29+00:00,1573757786483220480,https://twitter.com/KURealist/status/1573757786483220480,KURealist,Twitter for iPhone,LFK,"Jalon Daniels has 803 Yards and 10 TD’s through 4 games. (Rushing and Throwing.) 

#JalonDanielsForHeisman",30,0
34,2022-09-24 19:25:56+00:00,1573755632762687490,https://twitter.com/ChronisterNoah/status/1573755632762687490,ChronisterNoah,Twitter Web App,,Lance Leipold and Jalon Daniels are #him https://t.co/LRStYvqsX7,0,0
35,2022-09-24 19:20:42+00:00,1573754317823266818,https://twitter.com/ClintTJohnson/status/1573754317823266818,ClintTJohnson,Twitter Web App,"Winona Lake, IN",Great college football game between Duke and Kansas at Kansas! I thought both teams played well! Kansas QB Jalon Daniels was 19/23 passing for 324 yards and 4 touchdowns! Kansas is 4-0! Lance Leipold and his crew have tons of momentum! The Jayhawks are so talented!,1,0
36,2022-09-24 19:19:58+00:00,1573754131550027780,https://twitter.com/Topher_Adams/status/1573754131550027780,Topher_Adams,Twitter Web App,"Orlando, FL",Lance Leipold and Jalon Daniels are superhuman for this https://t.co/bidLHovtkS,0,0
37,2022-09-24 19:17:01+00:00,1573753389682499586,https://twitter.com/thorku/status/1573753389682499586,thorku,Twitter for iPhone,"Minneapolis, MN","Lance Leipold, Jalon Daniels, and Devin Neal dancing to 4-0

 https://t.co/qmBHmoyNtU",8,0
